ProfileID_i,season,daytype,hour,valid_obs_ratio,kw_mean,total_hours_sum,kw_std,valid_hours
276,high,Weekday,0,0.3538022477531094,0.0652694153283271,408,0.05338620836390228,146.0
276,high,Weekday,1,0.35570842271593084,0.06001630328445012,393,0.04814915993042257,141.0
276,high,Weekday,2,0.3544704289269507,0.05275754941879684,402,0.036867655792196176,144.0
276,high,Weekday,3,0.3544704289269507,0.05844189351000059,402,0.04622884953898686,144.0
276,high,Weekday,4,0.3538022477531094,0.07012635259150016,408,0.06585778779827567,146.0
276,high,Weekday,5,0.3538022477531094,0.10592434336680605,408,0.08663550267518591,146.0
276,high,Weekday,6,0.35330174725260893,0.16645485294425305,411,0.1359623823078232,147.0
276,high,Weekday,7,0.35368388723651883,0.1652029388066556,408,0.13981501377239747,146.0
276,high,Weekday,8,0.3541843877370193,0.1622792328121309,405,0.13030304693241007,145.0
276,high,Weekday,9,0.3541843877370193,0.13477135596382772,405,0.11187611530598701,145.0
276,high,Weekday,10,0.3541843877370193,0.1231709104260042,405,0.10874044770367361,145.0
276,high,Weekday,11,0.3547134882661198,0.10565433295017536,402,0.10444330937350677,144.0
276,high,Weekday,12,0.3541843877370193,0.1280717370701001,405,0.12296269499472247,145.0
276,high,Weekday,13,0.35527371235575567,0.1435114288718195,399,0.1374855469939787,143.0
276,high,Weekday,14,0.35517761356177713,0.1559731282127062,399,0.13519474402136572,143.0
276,high,Weekday,15,0.35489157237184576,0.17934218298345703,402,0.165850565481859,144.0
276,high,Weekday,16,0.3554857494366111,0.18848057152265435,399,0.16574635910744262,143.0
276,high,Weekday,17,0.3556772807499783,0.20090041342137738,396,0.15883213928108886,142.0
276,high,Weekday,18,0.35669830900094057,0.22097841142916774,390,0.16116305522061497,140.0
276,high,Weekday,19,0.3571505176833473,0.21286599912873977,387,0.155017718349494,139.0
276,high,Weekday,20,0.35530084850737026,0.17687519430783064,396,0.12428758341444168,142.0
276,high,Weekday,21,0.35487399732117325,0.11147683887444466,399,0.09075243357542459,143.0
276,high,Weekday,22,0.35487399732117325,0.06943898415144593,399,0.0573545295979203,143.0
276,high,Weekday,23,0.35487399732117325,0.07121485988193516,399,0.056501987242559726,143.0
276,high,Saturday,0,0.3429383116883117,0.04628769866575207,83,0.03390356938129794,29.0
276,high,Saturday,1,0.3429383116883117,0.04089484123620648,83,0.03168431079420049,29.0
276,high,Saturday,2,0.3429383116883117,0.05726587334395357,83,0.042343721984286736,29.0
276,high,Saturday,3,0.3429383116883117,0.051018849195450515,83,0.03138077342933476,29.0
276,high,Saturday,4,0.3429383116883117,0.08119642837266142,83,0.06400663466676604,29.0
276,high,Saturday,5,0.3429383116883117,0.12275099168578532,83,0.0948767402438724,29.0
276,high,Saturday,6,0.34690656565656564,0.17667857082945015,80,0.13853995991579132,28.0
276,high,Saturday,7,0.34690656565656564,0.16812549539809374,80,0.1458276791314232,28.0
276,high,Saturday,8,0.34690656565656564,0.17359226128538435,80,0.13855317069481246,28.0
276,high,Saturday,9,0.34234022556390975,0.13564583323414747,80,0.11993408328123539,28.0
276,high,Saturday,10,0.34234022556390975,0.13206944342361143,80,0.11261530692182792,28.0
276,high,Saturday,11,0.3508928571428571,0.13302876928592441,81,0.11134304927764663,29.0
276,high,Saturday,12,0.3508928571428571,0.14945436455065475,81,0.13568112259384915,29.0
276,high,Saturday,13,0.3508928571428571,0.14601488012449063,81,0.12318117087169549,29.0
276,high,Saturday,14,0.3508928571428571,0.11328174559606816,81,0.08510092403379013,29.0
276,high,Saturday,15,0.3508928571428571,0.16458829283658857,81,0.12580829171693306,29.0
276,high,Saturday,16,0.3508928571428571,0.1860796950471516,81,0.16031860561115202,29.0
276,high,Saturday,17,0.35431763285024154,0.2298836796137168,81,0.1752535401053289,29.0
276,high,Saturday,18,0.35431763285024154,0.25604861005195156,81,0.16823455383087474,29.0
276,high,Saturday,19,0.3503493788819876,0.2091759253881044,84,0.14676064630131247,30.0
276,high,Saturday,20,0.3503493788819876,0.2168506929038817,84,0.14398146766406533,30.0
276,high,Saturday,21,0.3503493788819876,0.10462152716230291,84,0.0755538663850146,30.0
276,high,Saturday,22,0.3503493788819876,0.07529166670620907,84,0.05560436776486661,30.0
276,high,Saturday,23,0.3503493788819876,0.06497916664978644,84,0.050237430642742914,30.0
276,high,Sunday,0,0.35659937888198756,0.03935416690226541,80,0.02217388799688304,29.0
276,high,Sunday,1,0.35659937888198756,0.05387500003065604,80,0.03613150646519497,29.0
276,high,Sunday,2,0.3571428571428571,0.048564484238927626,77,0.0472569198789222,28.0
276,high,Sunday,3,0.35659937888198756,0.05185416677332897,80,0.03430498507560969,29.0
276,high,Sunday,4,0.35659937888198756,0.09465624990905377,80,0.08643781385889146,29.0
