ProfileID_i,season,daytype,hour,valid_obs_ratio,kw_mean,total_hours_sum,kw_std,valid_hours
1,high,Weekday,0,0.9907407407407407,0.33744609066209025,94,0.16208261797900764,93.0
1,high,Weekday,1,1.0,0.31965903608456814,94,0.15228813891745221,94.0
1,high,Weekday,2,0.9907407407407407,0.2913478754696828,94,0.1347867664181807,93.0
1,high,Weekday,3,0.9907407407407407,0.3340110714794384,94,0.16412932744687103,93.0
1,high,Weekday,4,0.9907407407407407,0.32721921335629484,94,0.16865531386696345,93.0
1,high,Weekday,5,0.9907407407407407,0.37221257293053905,94,0.20021705959347422,93.0
1,high,Weekday,6,0.9907407407407407,0.835315749990033,94,0.32521301970949745,93.0
1,high,Weekday,7,0.9907407407407407,0.6874255991342704,94,0.29964449562155915,93.0
1,high,Weekday,8,0.9907407407407407,0.407986917483293,94,0.1812191246472317,93.0
1,high,Weekday,9,0.9907407407407407,0.40121627390661585,94,0.1997468625571156,93.0
1,high,Weekday,10,0.9907407407407407,0.4219439929122987,94,0.28987504046795487,93.0
1,high,Weekday,11,0.9903846153846154,0.3731572279238396,93,0.30141747777841826,92.0
1,high,Weekday,12,0.9903846153846154,0.3686518696368807,93,0.20022118181202603,92.0
1,high,Weekday,13,0.9903846153846154,0.3112228616643522,93,0.19416631036827123,92.0
1,high,Weekday,14,0.9907407407407407,0.37402232714294187,94,0.2192619228725118,93.0
1,high,Weekday,15,0.9907407407407407,0.383988519244309,94,0.2447452950634521,93.0
1,high,Weekday,16,0.9907407407407407,0.36432379854695207,94,0.19549362739521722,93.0
1,high,Weekday,17,0.9907407407407407,0.5471077214578972,94,0.287010860472477,93.0
1,high,Weekday,18,0.9907407407407407,0.8468975543441147,94,0.43012670405482917,93.0
1,high,Weekday,19,0.9907407407407407,0.8587261196915676,94,0.41379331838633876,93.0
1,high,Weekday,20,0.9907407407407407,1.0881353032093388,94,0.7122721866942576,93.0
1,high,Weekday,21,0.9907407407407407,1.0882110830050153,94,0.7426280841394365,93.0
1,high,Weekday,22,0.9907407407407407,0.7121334038503864,94,0.5354616158254687,93.0
1,high,Weekday,23,0.9907407407407407,0.3993720688471818,94,0.26446002394278123,93.0
1,high,Saturday,0,1.0,0.32281458714402606,19,0.16989390549549901,19.0
1,high,Saturday,1,1.0,0.34174167204105,19,0.1355292685471862,19.0
1,high,Saturday,2,1.0,0.3432270888607536,19,0.21176758146473873,19.0
1,high,Saturday,3,1.0,0.3123767413008029,19,0.13149925398194576,19.0
1,high,Saturday,4,1.0,0.29645243546630584,19,0.17395990201923933,19.0
1,high,Saturday,5,1.0,0.327582297695801,19,0.2009280674830708,19.0
1,high,Saturday,6,1.0,0.34409757350742204,19,0.20927317091549158,19.0
1,high,Saturday,7,1.0,0.4031947950882217,19,0.1957771781831933,19.0
1,high,Saturday,8,1.0,0.478911113454029,19,0.23070629191138264,19.0
1,high,Saturday,9,1.0,0.7066430658354529,19,0.3522090123333951,19.0
1,high,Saturday,10,1.0,0.628698621619493,19,0.33344502573349477,19.0
1,high,Saturday,11,1.0,0.6130059103158616,19,0.3453687714694871,19.0
1,high,Saturday,12,1.0,0.5718454906617603,19,0.34027762959845587,19.0
1,high,Saturday,13,1.0,0.5778750038271152,19,0.2874912663338236,19.0
1,high,Saturday,14,1.0,0.5393020896118965,19,0.3244008742699291,19.0
1,high,Saturday,15,1.0,0.528233338717475,19,0.36074459538740994,19.0
1,high,Saturday,16,1.0,0.4262986174991564,19,0.23273583525222083,19.0
1,high,Saturday,17,1.0,0.58693125631474,19,0.23280097014808107,19.0
1,high,Saturday,18,1.0,0.5944302119186359,19,0.3372138822272484,19.0
1,high,Saturday,19,1.0,0.5283291718142318,19,0.28390510721377954,19.0
1,high,Saturday,20,1.0,0.5633482697314275,19,0.3149169579932835,19.0
1,high,Saturday,21,1.0,0.45345139512699134,19,0.13879719415430422,19.0
1,high,Saturday,22,1.0,0.48684931142855875,19,0.24787054740095785,19.0
1,high,Saturday,23,1.0,0.34571076938608286,19,0.10353320413005764,19.0
1,high,Sunday,0,1.0,0.3942583400852878,19,0.16707038069353283,19.0
1,high,Sunday,1,1.0,0.3072816024002518,19,0.15242813933523686,19.0
1,high,Sunday,2,1.0,0.3146128511492992,19,0.10223959620249534,19.0
1,high,Sunday,3,1.0,0.3440576449677662,19,0.1436344595206924,19.0
1,high,Sunday,4,1.0,0.29828125478270395,19,0.15757422654374656,19.0
1,high,Sunday,5,1.0,0.38866007650747103,19,0.14209926317216334,19.0
1,high,Sunday,6,1.0,0.3367503511971382,19,0.15040460066046613,19.0
1,high,Sunday,7,1.0,0.3608604188855844,19,0.14451588354470116,19.0
1,high,Sunday,8,1.0,0.6047562524795329,19,0.3494129324820574,19.0
1,high,Sunday,9,1.0,0.7590399381431443,19,0.3917468535891475,19.0
1,high,Sunday,10,1.0,0.799074309664468,19,0.35366963285525,19.0
1,high,Sunday,11,1.0,0.77543542234641,19,0.30566449127058726,19.0
1,high,Sunday,12,1.0,0.8823854241304929,19,0.44741914273557337,19.0
1,high,Sunday,13,1.0,0.5585246596527805,19,0.37200340521220626,19.0
