ProfileId,RecorderID,ChannelNo,Type,Unit of measurement,Active,aux,lock
11263,MT18,0.0,1.0,1.0,True,0.0,0
11264,MT18,1.0,1.0,2.0,True,0.0,0
11265,MT18,2.0,1.0,2.0,True,0.0,0
11266,MT18,3.0,1.0,2.0,True,0.0,0
11267,MT19,0.0,1.0,1.0,True,0.0,0
11268,MT19,1.0,1.0,2.0,True,0.0,0
11269,MT19,2.0,1.0,2.0,True,0.0,0
11270,MT20,0.0,1.0,1.0,True,0.0,0
11271,MT20,1.0,1.0,2.0,True,0.0,0
11272,MT20,2.0,1.0,2.0,True,0.0,0
11273,MT20,3.0,1.0,2.0,True,0.0,0
11274,MT21,0.0,1.0,1.0,True,0.0,0
11275,MT21,1.0,1.0,2.0,True,0.0,0
11276,MT21,2.0,1.0,2.0,True,0.0,0
11277,MT21,3.0,1.0,2.0,True,0.0,0
11278,MT22,0.0,1.0,1.0,True,0.0,0
11279,MT22,1.0,1.0,2.0,True,0.0,0
11280,MT22,2.0,1.0,2.0,True,0.0,0
11281,MT22,3.0,1.0,2.0,True,0.0,0
11282,MT23,0.0,1.0,1.0,True,0.0,0
11283,MT23,1.0,1.0,2.0,True,0.0,0
11284,MT23,2.0,1.0,2.0,True,0.0,0
11285,MT24,0.0,1.0,1.0,True,0.0,0
11286,MT24,1.0,1.0,2.0,True,0.0,0
11287,MT24,2.0,1.0,2.0,True,0.0,0
11288,MT25,0.0,1.0,1.0,True,0.0,0
11289,MT25,1.0,1.0,2.0,True,0.0,0
11290,MT25,2.0,1.0,2.0,True,0.0,0
11291,MT25,3.0,1.0,2.0,True,0.0,0
11292,MT26,0.0,1.0,1.0,True,0.0,0
11293,MT26,1.0,1.0,2.0,True,0.0,0
11294,MT26,2.0,1.0,2.0,True,0.0,0
11295,MT26,3.0,1.0,2.0,True,0.0,0
11296,MT27,0.0,1.0,1.0,True,0.0,0
11297,MT27,1.0,1.0,2.0,True,0.0,0
11298,MT27,2.0,1.0,2.0,True,0.0,0
11299,MT28,0.0,1.0,1.0,True,0.0,0
11300,MT28,1.0,1.0,2.0,True,0.0,0
11301,MT28,2.0,1.0,2.0,True,0.0,0
11302,MT29,0.0,1.0,1.0,True,0.0,0
11303,MT29,1.0,1.0,2.0,True,0.0,0
11304,MT29,2.0,1.0,2.0,True,0.0,0
11305,MT13,0.0,1.0,1.0,True,0.0,0
11306,MT13,1.0,1.0,2.0,True,0.0,0
11307,MT13,2.0,1.0,2.0,True,0.0,0
11308,MQ01,0.0,1.0,1.0,True,0.0,0
10819,ER09,2.0,1.0,2.0,True,0.0,0
10820,ER09,3.0,1.0,2.0,True,0.0,0
10822,ER09,5.0,1.0,2.0,True,0.0,0
10527,GT03,7.0,1.0,2.0,True,0.0,0
10528,GT04,0.0,1.0,1.0,True,0.0,0
10529,GT04,1.0,1.0,2.0,True,0.0,0
10530,GT04,2.0,1.0,2.0,True,0.0,0
10531,GT04,3.0,1.0,2.0,True,0.0,0
10532,GT04,4.0,1.0,2.0,True,0.0,0
10533,GT04,5.0,1.0,2.0,True,0.0,0
10534,GT04,6.0,1.0,2.0,True,0.0,0
10535,GT04,7.0,1.0,2.0,True,0.0,0
10536,GT05,0.0,1.0,1.0,True,0.0,0
10537,GT05,1.0,1.0,2.0,True,0.0,0
10538,GT05,2.0,1.0,2.0,True,0.0,0
10539,GT05,3.0,1.0,2.0,True,0.0,0
10540,GT05,4.0,1.0,2.0,True,0.0,0
10541,GT05,5.0,1.0,2.0,True,0.0,0
10542,GT05,6.0,1.0,2.0,True,0.0,0
10543,GT05,7.0,1.0,2.0,True,0.0,0
10544,GT06,0.0,1.0,1.0,True,0.0,0
10545,GT06,1.0,1.0,2.0,True,0.0,0
10546,GT06,2.0,1.0,2.0,True,0.0,0
10547,GT06,3.0,1.0,2.0,True,0.0,0
10548,GT06,4.0,1.0,2.0,True,0.0,0
10549,GT06,5.0,1.0,2.0,True,0.0,0
10550,GT06,6.0,1.0,2.0,True,0.0,0
10551,GT06,7.0,1.0,2.0,True,0.0,0
10552,GT07,0.0,1.0,1.0,True,0.0,0
10553,GT07,1.0,1.0,2.0,True,0.0,0
10554,GT07,2.0,1.0,2.0,True,0.0,0
10555,GT07,3.0,1.0,2.0,True,0.0,0
10556,GT07,4.0,1.0,2.0,True,0.0,0
10557,GT07,5.0,1.0,2.0,True,0.0,0
10558,GT07,6.0,1.0,2.0,True,0.0,0
10559,GT07,7.0,1.0,2.0,True,0.0,0
10560,GT08,0.0,1.0,1.0,True,0.0,0
10561,GT08,1.0,1.0,2.0,True,0.0,0
10562,GT08,2.0,1.0,2.0,True,0.0,0
10563,GT08,3.0,1.0,2.0,True,0.0,0
10564,GT08,4.0,1.0,2.0,True,0.0,0
10565,GT08,5.0,1.0,2.0,True,0.0,0
10566,GT08,6.0,1.0,2.0,True,0.0,0
10567,GT08,7.0,1.0,2.0,True,0.0,0
10568,GT09,0.0,1.0,1.0,True,0.0,0
10569,GT09,1.0,1.0,2.0,True,0.0,0
10570,GT09,2.0,1.0,2.0,True,0.0,0
10571,GT09,3.0,1.0,2.0,True,0.0,0
10572,GT09,4.0,1.0,2.0,True,0.0,0
10573,GT09,5.0,1.0,2.0,True,0.0,0
10574,GT09,6.0,1.0,2.0,True,0.0,0
10575,GT09,7.0,1.0,2.0,True,0.0,0
10576,GT10,0.0,1.0,1.0,True,0.0,0
10577,GT10,1.0,1.0,2.0,True,0.0,0
10578,GT10,2.0,1.0,2.0,True,0.0,0
10579,GT10,3.0,1.0,2.0,True,0.0,0
10580,GT10,4.0,1.0,2.0,True,0.0,0
10581,GT10,5.0,1.0,2.0,True,0.0,0
10582,GT10,6.0,1.0,2.0,True,0.0,0
10583,GT10,7.0,1.0,2.0,True,0.0,0
10584,KA01,6.0,1.0,2.0,True,0.0,0
10585,KA01,7.0,1.0,2.0,True,0.0,0
10586,KA01,0.0,1.0,1.0,True,0.0,0
10587,KA01,1.0,1.0,2.0,True,0.0,0
10588,KA01,2.0,1.0,2.0,True,0.0,0
10589,KA01,3.0,1.0,2.0,True,0.0,0
10590,KA01,4.0,1.0,2.0,True,0.0,0
10591,KA01,5.0,1.0,2.0,True,0.0,0
10592,KA01,6.0,1.0,2.0,True,0.0,0
10593,KA01,7.0,1.0,2.0,True,0.0,0
10594,KA02,0.0,1.0,1.0,True,0.0,0
10595,KA02,1.0,1.0,2.0,True,0.0,0
10596,KA02,2.0,1.0,2.0,True,0.0,0
10597,KA02,3.0,1.0,2.0,True,0.0,0
10598,KA02,4.0,1.0,2.0,True,0.0,0
10599,KA02,5.0,1.0,2.0,True,0.0,0
10600,KA02,6.0,1.0,2.0,True,0.0,0
10601,KA03,0.0,1.0,1.0,True,0.0,0
10602,KA03,1.0,1.0,2.0,True,0.0,0
10603,KA03,2.0,1.0,2.0,True,0.0,0
10604,KA03,3.0,1.0,2.0,True,0.0,0
10605,KA03,4.0,1.0,2.0,True,0.0,0
10606,KA03,5.0,1.0,2.0,True,0.0,0
10607,KA03,6.0,1.0,2.0,True,0.0,0
10608,KA03,7.0,1.0,2.0,True,0.0,0
10609,KA05,0.0,1.0,1.0,True,0.0,0
10610,KA05,1.0,1.0,2.0,True,0.0,0
10611,KA05,2.0,1.0,2.0,True,0.0,0
10614,KA05,5.0,1.0,2.0,True,0.0,0
10616,KA05,7.0,1.0,2.0,True,0.0,0
10618,KA06,1.0,1.0,2.0,True,0.0,0
10620,KA06,3.0,1.0,2.0,True,0.0,0
10622,KA06,5.0,1.0,2.0,True,0.0,0
10624,KA06,7.0,1.0,2.0,True,0.0,0
10626,KA07,1.0,1.0,2.0,True,0.0,0
10628,KA07,3.0,1.0,2.0,True,0.0,0
10630,KA07,5.0,1.0,2.0,True,0.0,0
10632,KA07,7.0,1.0,2.0,True,0.0,0
10634,KA08,1.0,1.0,2.0,True,0.0,0
10636,KA08,3.0,1.0,2.0,True,0.0,0
10638,KA08,5.0,1.0,2.0,True,0.0,0
10640,KA08,7.0,1.0,2.0,True,0.0,0
10641,KA09,0.0,1.0,1.0,True,0.0,0
10642,KA09,1.0,1.0,2.0,True,0.0,0
10643,KA09,2.0,1.0,2.0,True,0.0,0
10644,KA09,3.0,1.0,2.0,True,0.0,0
10645,KA09,4.0,1.0,2.0,True,0.0,0
10646,KA09,5.0,1.0,2.0,True,0.0,0
10647,KA09,6.0,1.0,2.0,True,0.0,0
10648,KA09,7.0,1.0,2.0,True,0.0,0
10649,KA10,0.0,1.0,1.0,True,0.0,0
10650,KA10,1.0,1.0,2.0,True,0.0,0
10651,KA10,2.0,1.0,2.0,True,0.0,0
10652,KA10,3.0,1.0,2.0,True,0.0,0
10653,KA10,4.0,1.0,2.0,True,0.0,0
10654,KA10,5.0,1.0,2.0,True,0.0,0
10655,KA11,0.0,1.0,1.0,True,0.0,0
10656,KA11,1.0,1.0,2.0,True,0.0,0
10657,KA11,2.0,1.0,2.0,True,0.0,0
10658,KA11,3.0,1.0,2.0,True,0.0,0
10659,KA11,4.0,1.0,2.0,True,0.0,0
10660,KA11,5.0,1.0,2.0,True,0.0,0
10661,KA11,6.0,1.0,2.0,True,0.0,0
10662,KA12,0.0,1.0,1.0,True,0.0,0
10663,KA12,1.0,1.0,2.0,True,0.0,0
10664,KA12,2.0,1.0,2.0,True,0.0,0
10665,KA12,3.0,1.0,2.0,True,0.0,0
10666,KA12,4.0,1.0,2.0,True,0.0,0
10667,KA12,5.0,1.0,2.0,True,0.0,0
10668,KA12,6.0,1.0,2.0,True,0.0,0
10669,T01,0.0,1.0,1.0,True,0.0,0
10670,T01,1.0,1.0,2.0,True,0.0,0
10671,T01,2.0,1.0,2.0,True,0.0,0
10672,T01,3.0,1.0,2.0,True,0.0,0
10673,T01,4.0,1.0,2.0,True,0.0,0
10674,T01,5.0,1.0,2.0,True,0.0,0
10675,T02,0.0,1.0,1.0,True,0.0,0
10676,T02,1.0,1.0,2.0,True,0.0,0
10677,T02,2.0,1.0,2.0,True,0.0,0
10678,T02,3.0,1.0,2.0,True,0.0,0
10679,T02,4.0,1.0,2.0,True,0.0,0
10680,T02,5.0,1.0,2.0,True,0.0,0
10681,T03,0.0,1.0,1.0,True,0.0,0
10682,T03,1.0,1.0,2.0,True,0.0,0
10683,T03,2.0,1.0,2.0,True,0.0,0
10684,T03,3.0,1.0,2.0,True,0.0,0
10685,T03,4.0,1.0,2.0,True,0.0,0
10686,T03,5.0,1.0,2.0,True,0.0,0
10687,T04,0.0,1.0,1.0,True,0.0,0
10688,T04,1.0,1.0,2.0,True,0.0,0
10689,T04,2.0,1.0,2.0,True,0.0,0
10690,T04,3.0,1.0,2.0,True,0.0,0
10691,T04,4.0,1.0,2.0,True,0.0,0
10692,T04,5.0,1.0,2.0,True,0.0,0
10693,T05,0.0,1.0,1.0,True,0.0,0
10694,T05,1.0,1.0,2.0,True,0.0,0
10695,T05,2.0,1.0,2.0,True,0.0,0
10696,T05,3.0,1.0,2.0,True,0.0,0
10697,T05,4.0,1.0,2.0,True,0.0,0
10698,T05,5.0,1.0,2.0,True,0.0,0
10699,T06,0.0,1.0,1.0,True,0.0,0
10700,T06,1.0,1.0,2.0,True,0.0,0
10701,T06,2.0,1.0,2.0,True,0.0,0
10702,T06,3.0,1.0,2.0,True,0.0,0
10703,T06,4.0,1.0,2.0,True,0.0,0
10704,T06,5.0,1.0,2.0,True,0.0,0
10705,T07,0.0,1.0,1.0,True,0.0,0
10706,T07,1.0,1.0,2.0,True,0.0,0
10707,T07,2.0,1.0,2.0,True,0.0,0
10708,T07,3.0,1.0,2.0,True,0.0,0
10356,MF36D01,0.0,1.0,1.0,True,0.0,0
10357,MF36D01,1.0,1.0,2.0,True,0.0,0
10358,MF36D01,2.0,1.0,2.0,True,0.0,0
10359,MF36D01,3.0,1.0,2.0,True,0.0,0
10360,MF36D01,4.0,1.0,2.0,True,0.0,0
10361,MF37C01,0.0,1.0,1.0,True,0.0,0
10362,MF37C01,1.0,1.0,2.0,True,0.0,0
10363,MF37C01,2.0,1.0,2.0,True,0.0,0
10364,MF37C01,3.0,1.0,2.0,True,0.0,0
10365,MF38A01,0.0,1.0,1.0,True,0.0,0
10366,MF38A01,1.0,1.0,2.0,True,0.0,0
10367,MF38A01,2.0,1.0,2.0,True,0.0,0
10368,MF38A01,3.0,1.0,2.0,True,0.0,0
10369,MF39A01,0.0,1.0,1.0,True,0.0,0
10370,MF39A01,1.0,1.0,2.0,True,0.0,0
10371,MF39A01,2.0,1.0,2.0,True,0.0,0
10372,MF39B02,0.0,1.0,1.0,True,0.0,0
10373,MF39B02,1.0,1.0,2.0,True,0.0,0
10374,MF39B02,2.0,1.0,2.0,True,0.0,0
10375,MF39B02,3.0,1.0,2.0,True,0.0,0
10376,MFCLIC,0.0,1.0,1.0,True,0.0,0
10377,MFCLIC,1.0,1.0,2.0,True,0.0,0
10613,KA05,4.0,1.0,2.0,True,0.0,0
10615,KA05,6.0,1.0,2.0,True,0.0,0
10617,KA06,0.0,1.0,1.0,True,0.0,0
10619,KA06,2.0,1.0,2.0,True,0.0,0
10621,KA06,4.0,1.0,2.0,True,0.0,0
10623,KA06,6.0,1.0,2.0,True,0.0,0
10625,KA07,0.0,1.0,1.0,True,0.0,0
10627,KA07,2.0,1.0,2.0,True,0.0,0
10629,KA07,4.0,1.0,2.0,True,0.0,0
10631,KA07,6.0,1.0,2.0,True,0.0,0
10633,KA08,0.0,1.0,1.0,True,0.0,0
10635,KA08,2.0,1.0,2.0,True,0.0,0
10637,KA08,4.0,1.0,2.0,True,0.0,0
10639,KA08,6.0,1.0,2.0,True,0.0,0
10378,MFSHOP,0.0,1.0,1.0,True,0.0,0
10379,MFSHOP,1.0,1.0,2.0,True,0.0,0
10380,MF02A02,0.0,1.0,1.0,True,0.0,0
10381,MF02A02,1.0,1.0,2.0,True,0.0,0
10382,MF02A02,2.0,1.0,2.0,True,0.0,0
10383,MF02A02,3.0,1.0,2.0,True,0.0,0
10384,MF02A02,4.0,1.0,2.0,True,0.0,0
10385,GST1A3,0.0,1.0,1.0,True,0.0,0
10386,GST1A3,1.0,1.0,2.0,True,0.0,0
10387,GST1A3,2.0,1.0,2.0,True,0.0,0
10388,GST1A3,3.0,1.0,2.0,True,0.0,0
10389,GST1A3,4.0,1.0,2.0,True,0.0,0
10390,GST2C1,0.0,1.0,1.0,True,0.0,0
10391,GST2C1,1.0,1.0,2.0,True,0.0,0
10392,GST3A6,0.0,1.0,1.0,True,0.0,0
10393,GST3A6,1.0,1.0,2.0,True,0.0,0
10394,GST3A6,2.0,1.0,2.0,True,0.0,0
10395,GST3A6,3.0,1.0,2.0,True,0.0,0
10396,GST3A6,4.0,1.0,2.0,True,0.0,0
10397,GST3B1,0.0,1.0,1.0,True,0.0,0
10398,GST3B1,1.0,1.0,2.0,True,0.0,0
10399,GST3B1,2.0,1.0,2.0,True,0.0,0
10400,GST3B1,3.0,1.0,2.0,True,0.0,0
10401,GST3B4,0.0,1.0,1.0,True,0.0,0
10402,GST3B4,1.0,1.0,2.0,True,0.0,0
10403,GST3B4,2.0,1.0,2.0,True,0.0,0
10404,GST3B4,3.0,1.0,2.0,True,0.0,0
10405,GST3C3,0.0,1.0,1.0,True,0.0,0
10406,GST3C3,1.0,1.0,2.0,True,0.0,0
10407,GST3C3,2.0,1.0,2.0,True,0.0,0
10408,GST3C3,3.0,1.0,2.0,True,0.0,0
10409,GST3C6,0.0,1.0,1.0,True,0.0,0
10410,GST3C6,1.0,1.0,2.0,True,0.0,0
10411,GST3C6,2.0,1.0,2.0,True,0.0,0
10414,GST3C9,0.0,1.0,1.0,True,0.0,0
10416,GST3C9,2.0,1.0,2.0,True,0.0,0
10418,GST4A11,0.0,1.0,1.0,True,0.0,0
10420,GST4A11,2.0,1.0,2.0,True,0.0,0
10422,GST4A11,4.0,1.0,2.0,True,0.0,0
10424,GST4A9,1.0,1.0,2.0,True,0.0,0
10426,GST4A9,3.0,1.0,2.0,True,0.0,0
10428,GST4B4,1.0,1.0,2.0,True,0.0,0
10430,GST4B4,3.0,1.0,2.0,True,0.0,0
10432,GST4B8,1.0,1.0,2.0,True,0.0,0
10434,GST4B8,3.0,1.0,2.0,True,0.0,0
10436,GST4C3,0.0,1.0,1.0,True,0.0,0
10438,GST4C3,2.0,1.0,2.0,True,0.0,0
10440,GST5A13,0.0,1.0,1.0,True,0.0,0
10442,GST5A13,2.0,1.0,2.0,True,0.0,0
10444,GST5A15,0.0,1.0,1.0,True,0.0,0
10446,GST5A15,2.0,1.0,2.0,True,0.0,0
10448,GST5A5,1.0,1.0,2.0,True,0.0,0
10450,GST5A5,3.0,1.0,2.0,True,0.0,0
10452,GST5A8,1.0,1.0,2.0,True,0.0,0
10454,GST5A8,3.0,1.0,2.0,True,0.0,0
10456,GST5B10,1.0,1.0,2.0,True,0.0,0
10458,GST5B12,0.0,1.0,1.0,True,0.0,0
10460,GST5B12,2.0,1.0,2.0,True,0.0,0
10462,GST5B13,1.0,1.0,2.0,True,0.0,0
10464,GST5B15,0.0,1.0,1.0,True,0.0,0
10466,GST5B15,2.0,1.0,2.0,True,0.0,0
10468,GST5B15,4.0,1.0,2.0,True,0.0,0
10470,GST5B2,1.0,1.0,2.0,True,0.0,0
10472,GST5B2,3.0,1.0,2.0,True,0.0,0
10474,GST5B5,1.0,1.0,2.0,True,0.0,0
10476,GST5B5,3.0,1.0,2.0,True,0.0,0
10478,GST5B6,1.0,1.0,2.0,True,0.0,0
10480,GST5B8,0.0,1.0,1.0,True,0.0,0
10482,GST5B8,2.0,1.0,2.0,True,0.0,0
10484,GST6A3,0.0,1.0,1.0,True,0.0,0
10486,GST6A3,2.0,1.0,2.0,True,0.0,0
10488,GST6A4,1.0,1.0,2.0,True,0.0,0
10490,GST6B12,0.0,1.0,1.0,True,0.0,0
10492,GST6B12,2.0,1.0,2.0,True,0.0,0
10494,GST6B14,0.0,1.0,1.0,True,0.0,0
10496,GST6B14,2.0,1.0,2.0,True,0.0,0
10498,GST6B7,0.0,1.0,1.0,True,0.0,0
10500,GST6B7,2.0,1.0,2.0,True,0.0,0
10502,GST6C2,1.0,1.0,2.0,True,0.0,0
10212,G5D4,1.0,1.0,2.0,True,0.0,0
10213,G5D4,2.0,1.0,2.0,True,0.0,0
10214,G5E2,0.0,1.0,1.0,True,0.0,0
10215,G5E2,1.0,1.0,2.0,True,0.0,0
10217,G5J3,0.0,1.0,1.0,True,0.0,0
10219,G5J3,2.0,1.0,2.0,True,0.0,0
10221,G6M1,0.0,1.0,1.0,True,0.0,0
10223,G6M1,2.0,1.0,2.0,True,0.0,0
10225,G7K2,1.0,1.0,2.0,True,0.0,0
10227,G7K2,3.0,1.0,2.0,True,0.0,0
10229,G7L1,1.0,1.0,2.0,True,0.0,0
10231,G7L1,3.0,1.0,2.0,True,0.0,0
10233,GSCH,1.0,1.0,2.0,True,0.0,0
10235,G3A1,1.0,1.0,2.0,True,0.0,0
10237,G3J1,0.0,1.0,1.0,True,0.0,0
10239,G3J1,2.0,1.0,2.0,True,0.0,0
10241,G4D1,1.0,1.0,2.0,True,0.0,0
10243,G4G2,0.0,1.0,1.0,True,0.0,0
10245,G4G2,2.0,1.0,2.0,True,0.0,0
10247,G4J1,1.0,1.0,2.0,True,0.0,0
10249,G4J1,3.0,1.0,2.0,True,0.0,0
10251,G6F2,1.0,1.0,2.0,True,0.0,0
10253,G6F2,3.0,1.0,2.0,True,0.0,0
10255,G6J1,1.0,1.0,2.0,True,0.0,0
10257,G6K1,0.0,1.0,1.0,True,0.0,0
10259,G6K1,2.0,1.0,2.0,True,0.0,0
10261,G6S1,0.0,1.0,1.0,True,0.0,0
