RECORDER_ID,SERIAL_NO,CONFIG_TYPEID,START_TIME,END_TIME,GROUP_ID,active
BTW015,ERID-000BTW015,4,2012-09-01,2014-01-10,1000130,0
BTW015,ERID-000BTW015,4,2014-01-01,2015-01-10,1000144,1
BTW016,ERID-000BTW016,4,2012-01-01,2013-01-10,1000119,0
BTW016,ERID-000BTW016,4,2012-09-01,2014-01-10,1000130,0
BTW016,ERID-000BTW016,4,2014-01-01,2015-01-10,1000144,1
BTW017,ERID-000BTW017,4,2012-01-01,2013-01-10,1000119,0
BTW017,ERID-000BTW017,4,2012-09-01,2014-01-10,1000130,0
BTW017,ERID-000BTW017,4,2014-01-01,2015-01-10,1000144,1
BTW018,ERID-000BTW018,4,2012-01-01,2013-01-10,1000119,0
BTW018,ERID-000BTW018,4,2012-09-01,2014-01-10,1000130,0
BTW018,ERID-000BTW018,4,2014-01-01,2015-01-10,1000144,1
BTW019,ERID-000BTW019,4,2012-01-01,2013-01-10,1000119,0
BTW019,ERID-000BTW019,4,2012-09-01,2014-01-10,1000130,0
BTW019,ERID-000BTW019,4,2014-01-01,2015-01-10,1000144,1
BTW020,ERID-000BTW020,4,2012-01-01,2013-01-10,1000119,0
BTW020,ERID-000BTW020,4,2012-09-01,2014-01-10,1000130,0
BTW020,ERID-000BTW020,4,2014-01-01,2015-01-10,1000144,1
BTW021,ERID-000BTW021,4,2012-01-01,2013-01-10,1000119,0
BTW021,ERID-000BTW021,4,2012-09-01,2014-01-10,1000130,0
BTW021,ERID-000BTW021,4,2014-01-01,2015-01-10,1000144,1
BTW022,ERID-000BTW022,4,2012-01-01,2013-01-10,1000119,0
BTW022,ERID-000BTW022,4,2012-09-01,2014-01-10,1000130,0
BTW022,ERID-000BTW022,4,2014-01-01,2015-01-10,1000144,1
BTW023,ERID-000BTW023,4,2012-01-01,2013-01-10,1000119,0
BTW023,ERID-000BTW023,4,2012-09-01,2014-01-10,1000130,0
BTW023,ERID-000BTW023,4,2014-01-01,2015-01-10,1000144,1
BTW024,ERID-000BTW024,4,2012-01-01,2013-01-10,1000119,0
BTW024,ERID-000BTW024,4,2012-09-01,2014-01-10,1000130,0
BTW024,ERID-000BTW024,4,2014-01-01,2015-01-10,1000144,1
BTW025,ERID-000BTW025,4,2012-01-01,2013-01-10,1000119,0
BTW025,ERID-000BTW025,4,2012-09-01,2014-01-10,1000130,0
BTW025,ERID-000BTW025,4,2014-01-01,2015-01-10,1000144,1
BTW026,ERID-000BTW026,4,2012-01-01,2013-01-10,1000119,0
BTW026,ERID-000BTW026,4,2012-09-01,2014-01-10,1000130,0
BTW026,ERID-000BTW026,4,2014-01-01,2015-01-10,1000144,1
BTW027,ERID-000BTW027,4,2012-01-01,2013-01-10,1000119,0
BTW027,ERID-000BTW027,4,2012-09-01,2014-01-10,1000130,0
BTW027,ERID-000BTW027,4,2014-01-01,2015-01-10,1000144,1
BTW028,ERID-000BTW028,4,2012-01-01,2013-01-10,1000119,0
BTW028,ERID-000BTW028,4,2012-09-01,2014-01-10,1000130,0
BTW028,ERID-000BTW028,4,2014-01-01,2015-01-10,1000144,1
BTW029,ERID-000BTW029,4,2012-01-01,2013-01-10,1000119,0
BTW029,ERID-000BTW029,4,2012-09-01,2014-01-10,1000130,0
BTW029,ERID-000BTW029,4,2014-01-01,2015-01-10,1000144,1
BTW030,ERID-000BTW030,4,2012-01-01,2013-01-10,1000119,0
BTW030,ERID-000BTW030,4,2012-09-01,2014-01-10,1000130,0
BTW030,ERID-000BTW030,4,2014-01-01,2015-01-10,1000144,1
BTW031,ERID-000BTW031,4,2012-01-01,2013-01-10,1000119,0
BTW031,ERID-000BTW031,4,2012-09-01,2014-01-10,1000130,0
BTW031,ERID-000BTW031,4,2014-01-01,2015-01-10,1000144,1
DPG001,ERID-000DPG001,4,2013-02-01,2014-01-01,1000132,0
DPG001,ERID-000DPG001,4,2014-01-01,2015-01-10,1000146,1
DPG002,ERID-000DPG002,4,2013-02-01,2014-01-01,1000132,0
DPG002,ERID-000DPG002,4,2014-01-01,2015-01-10,1000146,1
DPG003,ERID-000DPG003,4,2013-02-01,2014-01-01,1000132,0
DPG003,ERID-000DPG003,4,2014-01-01,2015-01-10,1000146,1
DPG004,ERID-000DPG004,4,2013-02-01,2014-01-01,1000132,0
DPG004,ERID-000DPG004,4,2014-01-01,2015-01-10,1000146,1
DPG005,ERID-000DPG005,4,2013-02-01,2014-01-01,1000132,0
DPG005,ERID-000DPG005,4,2014-01-01,2015-01-10,1000146,1
DPG006,ERID-000DPG006,4,2013-02-01,2014-01-01,1000132,0
DPG006,ERID-000DPG006,4,2014-01-01,2015-01-10,1000146,1
DPG007,ERID-000DPG007,4,2013-02-01,2014-01-01,1000132,0
DPG007,ERID-000DPG007,4,2014-01-01,2015-01-10,1000146,1
DPG008,ERID-000DPG008,4,2013-02-01,2014-01-01,1000132,0
DPG008,ERID-000DPG008,4,2014-01-01,2015-01-10,1000146,1
DPG009,ERID-000DPG009,4,2013-02-01,2014-01-01,1000132,0
DPG009,ERID-000DPG009,4,2014-01-01,2015-01-10,1000146,1
DPG010,ERID-000DPG010,4,2013-02-01,2014-01-01,1000132,0
DPG010,ERID-000DPG010,4,2014-01-01,2015-01-10,1000146,1
DPG011,ERID-000DPG011,4,2013-02-01,2014-01-01,1000132,0
DPG011,ERID-000DPG011,4,2014-01-01,2015-01-10,1000146,1
DPG012,ERID-000DPG012,4,2013-02-01,2014-01-01,1000132,0
DPG012,ERID-000DPG012,4,2014-01-01,2015-01-10,1000146,1
DPG013,ERID-000DPG013,4,2013-02-01,2014-01-01,1000132,0
DPG013,ERID-000DPG013,4,2014-01-01,2015-01-10,1000146,1
DPG014,ERID-000DPG014,4,2013-02-01,2014-01-01,1000132,0
DPG014,ERID-000DPG014,4,2014-01-01,2015-01-10,1000146,1
DPG015,ERID-000DPG015,4,2013-02-01,2014-01-01,1000132,0
DPG015,ERID-000DPG015,4,2014-01-01,2015-01-10,1000146,1
DPG016,ERID-000DPG016,4,2013-02-01,2014-01-01,1000132,0
DPG016,ERID-000DPG016,4,2014-01-01,2015-01-10,1000146,1
DPG017,ERID-000DPG017,4,2013-02-01,2014-01-01,1000132,0
DPG017,ERID-000DPG017,4,2014-01-01,2015-01-10,1000146,1
DPG018,ERID-000DPG018,4,2013-02-01,2014-01-01,1000132,0
DPG018,ERID-000DPG018,4,2014-01-01,2015-01-10,1000146,1
DPG019,ERID-000DPG019,4,2013-02-01,2014-01-01,1000132,0
DPG019,ERID-000DPG019,4,2014-01-01,2015-01-10,1000146,1
DPG020,ERID-000DPG020,4,2013-02-01,2014-01-01,1000132,0
DPG020,ERID-000DPG020,4,2014-01-01,2015-01-10,1000146,1
DPG021,ERID-000DPG021,4,2013-02-01,2014-01-01,1000132,0
DPG021,ERID-000DPG021,4,2014-01-01,2015-01-10,1000146,1
DPG022,ERID-000DPG022,4,2013-02-01,2014-01-01,1000132,0
DPG022,ERID-000DPG022,4,2014-01-01,2015-01-10,1000146,1
DPG023,ERID-000DPG023,4,2013-02-01,2014-01-01,1000132,0
DPG023,ERID-000DPG023,4,2014-01-01,2015-01-10,1000146,1
DPG024,ERID-000DPG024,4,2013-02-01,2014-01-01,1000132,0
DPG024,ERID-000DPG024,4,2014-01-01,2015-01-10,1000146,1
DPG025,ERID-000DPG025,4,2013-02-01,2014-01-01,1000132,0
DPG025,ERID-000DPG025,4,2014-01-01,2015-01-10,1000146,1
DPG027,ERID-000DPG027,4,2013-02-01,2014-01-01,1000132,0
DPG027,ERID-000DPG027,4,2014-01-01,2015-01-10,1000146,1
DPG028,ERID-000DPG028,4,2013-02-01,2014-01-01,1000132,0
DPG028,ERID-000DPG028,4,2014-01-01,2015-01-10,1000146,1
DPG029,ERID-000DPG029,4,2013-02-01,2014-01-01,1000132,0
DPG029,ERID-000DPG029,4,2014-01-01,2015-01-10,1000146,1
DPG030,ERID-000DPG030,4,2013-02-01,2014-01-01,1000132,0
DPG030,ERID-000DPG030,4,2014-01-01,2015-01-10,1000146,1
DPG031,ERID-000DPG031,4,2013-02-01,2014-01-01,1000132,0
DPG031,ERID-000DPG031,4,2014-01-01,2015-01-10,1000146,1
GNK001,95935848,1,2009-07-28,2009-11-30,1000088,0
GNK001,ERID-000GNK001,4,2009-12-01,2010-10-31,1000102,0
GNK001,ERID-000GNK001,4,2010-11-01,2011-12-31,1000105,0
GNK001,ERID-000GNK001,4,2012-01-01,2013-01-10,1000112,0
GNK001,ERID-000GNK001,4,2012-09-01,2014-01-10,1000123,0
GNK001,ERID-000GNK001,4,2014-01-01,2015-01-10,1000137,1
GNK002,95935738,1,2009-07-29,2009-11-30,1000088,0
GNK002,ERID-000GNK002,4,2009-12-01,2010-10-31,1000102,0
GNK002,ERID-000GNK002,4,2010-11-01,2011-12-31,1000105,0
GNK002,ERID-000GNK002,4,2012-01-01,2013-01-10,1000112,0
GNK002,ERID-000GNK002,4,2012-09-01,2014-01-10,1000123,0
GNK002,ERID-000GNK002,4,2014-01-01,2015-01-10,1000137,1
GNK003,95935847,1,2009-07-29,2009-11-30,1000088,0
GNK003,ERID-000GNK003,4,2009-12-01,2010-10-31,1000102,0
GNK003,ERID-000GNK003,4,2010-11-01,2011-12-31,1000105,0
GNK003,ERID-000GNK003,4,2012-01-01,2013-01-10,1000112,0
GNK003,ERID-000GNK003,4,2012-09-01,2014-01-10,1000123,0
GNK003,ERID-000GNK003,4,2014-01-01,2015-01-10,1000137,1
GNK004,95935840,1,2009-07-28,2009-11-30,1000088,0
GNK004,ERID-000GNK004,4,2009-12-01,2010-10-31,1000102,0
GNK004,ERID-000GNK004,4,2010-11-01,2011-12-31,1000105,0
GNK004,ERID-000GNK004,4,2012-01-01,2013-01-10,1000112,0
GNK004,ERID-000GNK004,4,2012-09-01,2014-01-10,1000123,0
GNK004,ERID-000GNK004,4,2014-01-01,2015-01-10,1000137,1
GNK005,95935725,1,2009-07-28,2009-11-30,1000088,0
GNK005,ERID-000GNK005,4,2009-12-01,2010-10-31,1000102,0
GNK005,ERID-000GNK005,4,2010-11-01,2011-12-31,1000105,0
GNK005,ERID-000GNK005,4,2012-01-01,2013-01-10,1000112,0
GNK005,ERID-000GNK005,4,2012-09-01,2014-01-10,1000123,0
GNK005,ERID-000GNK005,4,2014-01-01,2015-01-10,1000137,1
GNK006,95935735,1,2009-07-27,2009-11-30,1000088,0
GNK006,ERID-000GNK006,4,2009-12-01,2010-10-31,1000102,0
GNK006,ERID-000GNK006,4,2010-11-01,2011-12-31,1000105,0
GNK006,ERID-000GNK006,4,2012-01-01,2013-01-10,1000112,0
GNK006,ERID-000GNK006,4,2012-09-01,2014-01-10,1000123,0
GNK006,ERID-000GNK006,4,2014-01-01,2015-01-10,1000137,1
GNK007,95935728,1,2009-07-28,2009-11-30,1000088,0
GNK007,ERID-000GNK007,4,2009-12-01,2010-10-31,1000102,0
GNK007,ERID-000GNK007,4,2010-11-01,2011-12-31,1000105,0
GNK007,ERID-000GNK007,4,2012-01-01,2013-01-10,1000112,0
GNK007,ERID-000GNK007,4,2012-09-01,2014-01-10,1000123,0
GNK007,ERID-000GNK007,4,2014-01-01,2015-01-10,1000137,1
GNK008,95935843,1,2009-07-27,2009-11-30,1000088,0
GNK008,ERID-000GNK008,4,2009-12-01,2010-10-31,1000102,0
GNK008,ERID-000GNK008,4,2010-11-01,2011-12-31,1000105,0
GNK008,ERID-000GNK008,4,2012-01-01,2013-01-10,1000112,0
GNK008,ERID-000GNK008,4,2012-09-01,2014-01-10,1000123,0
GNK008,ERID-000GNK008,4,2014-01-01,2015-01-10,1000137,1
GNK009,95935731,1,2009-07-29,2009-11-30,1000088,0
GNK009,ERID-000GNK009,4,2009-12-01,2010-10-31,1000102,0
GNK009,ERID-000GNK009,4,2010-11-01,2011-12-31,1000105,0
GNK009,ERID-000GNK009,4,2012-01-01,2013-01-10,1000112,0
GNK009,ERID-000GNK009,4,2012-09-01,2014-01-10,1000123,0
GNK009,ERID-000GNK009,4,2014-01-01,2015-01-10,1000137,1
GNK010,95935846,1,2009-07-29,2009-11-30,1000088,0
GNK010,ERID-000GNK010,4,2009-12-01,2010-10-31,1000102,0
GNK010,ERID-000GNK010,4,2010-11-01,2011-12-31,1000105,0
GNK010,ERID-000GNK010,4,2012-01-01,2013-01-10,1000112,0
GNK010,ERID-000GNK010,4,2012-09-01,2014-01-10,1000123,0
GNK010,ERID-000GNK010,4,2014-01-01,2015-01-10,1000137,1
GNK011,95935722,1,2009-07-29,2009-11-30,1000088,0
GNK011,ERID-000GNK011,4,2009-12-01,2010-10-31,1000102,0
GNK011,ERID-000GNK011,4,2010-11-01,2011-12-31,1000105,0
GNK011,ERID-000GNK011,4,2012-01-01,2013-01-10,1000112,0
GNK011,ERID-000GNK011,4,2012-09-01,2014-01-10,1000123,0
GNK011,ERID-000GNK011,4,2014-01-01,2015-01-10,1000137,1
GNK012,95935844,1,2009-07-29,2009-11-30,1000088,0
GNK012,ERID-000GNK012,4,2009-12-01,2010-10-31,1000102,0
GNK012,ERID-000GNK012,4,2010-11-01,2011-12-31,1000105,0
GNK012,ERID-000GNK012,4,2012-01-01,2013-01-10,1000112,0
GNK012,ERID-000GNK012,4,2012-09-01,2014-01-10,1000123,0
GNK012,ERID-000GNK012,4,2014-01-01,2015-01-10,1000137,1
GNK013,95935841,1,2009-07-29,2009-11-30,1000088,0
GNK013,ERID-000GNK013,4,2009-12-01,2010-10-31,1000102,0
GNK013,ERID-000GNK013,4,2010-11-01,2011-12-31,1000105,0
GNK013,ERID-000GNK013,4,2012-01-01,2013-01-10,1000112,0
GNK013,ERID-000GNK013,4,2012-09-01,2014-01-10,1000123,0
GNK013,ERID-000GNK013,4,2014-01-01,2015-01-10,1000137,1
GNK014,95935737,1,2009-07-29,2009-11-30,1000088,0
GNK014,ERID-000GNK014,4,2009-12-01,2010-10-31,1000102,0
GNK014,ERID-000GNK014,4,2010-11-01,2011-12-31,1000105,0
GNK014,ERID-000GNK014,4,2012-01-01,2013-01-10,1000112,0
GNK014,ERID-000GNK014,4,2012-09-01,2014-01-10,1000123,0
GNK014,ERID-000GNK014,4,2014-01-01,2015-01-10,1000137,1
GNK015,95935724,1,2009-07-28,2009-11-30,1000088,0
GNK015,ERID-000GNK015,4,2009-12-01,2010-10-31,1000102,0
GNK015,ERID-000GNK015,4,2010-11-01,2011-12-31,1000105,0
GNK015,ERID-000GNK015,4,2012-01-01,2013-01-10,1000112,0
GNK015,ERID-000GNK015,4,2012-09-01,2014-01-10,1000123,0
GNK015,ERID-000GNK015,4,2014-01-01,2015-01-10,1000137,1
GNK016,95935842,1,2009-07-29,2009-11-30,1000088,0
GNK016,ERID-000GNK016,4,2009-12-01,2010-10-31,1000102,0
GNK016,ERID-000GNK016,4,2010-11-01,2011-12-31,1000105,0
GNK016,ERID-000GNK016,4,2012-01-01,2013-01-10,1000112,0
GNK016,ERID-000GNK016,4,2012-09-01,2014-01-10,1000123,0
GNK016,ERID-000GNK016,4,2014-01-01,2015-01-10,1000137,1
GNK017,95935849,1,2009-07-29,2009-11-30,1000088,0
GNK017,ERID-000GNK017,4,2009-12-01,2010-10-31,1000102,0
GNK017,ERID-000GNK017,4,2010-11-01,2011-12-31,1000105,0
GNK017,ERID-000GNK017,4,2012-01-01,2013-01-10,1000112,0
GNK017,ERID-000GNK017,4,2012-09-01,2014-01-10,1000123,0
GNK017,ERID-000GNK017,4,2014-01-01,2015-01-10,1000137,1
GNK018,95935723,1,2009-07-30,2009-11-30,1000088,0
GNK018,ERID-000GNK018,4,2009-12-01,2010-10-31,1000102,0
GNK018,ERID-000GNK018,4,2010-11-01,2011-12-31,1000105,0
GNK018,ERID-000GNK018,4,2012-01-01,2013-01-10,1000112,0
GNK018,ERID-000GNK018,4,2012-09-01,2014-01-10,1000123,0
GNK018,ERID-000GNK018,4,2014-01-01,2015-01-10,1000137,1
GNK019,95935739,1,2009-07-27,2009-11-14,1000088,0
GNK019,ERID-000GNK019,4,2009-11-15,2010-10-31,1000102,0
GNK019,ERID-000GNK019,4,2010-11-01,2011-12-31,1000105,0
GNK019,ERID-000GNK019,4,2012-01-01,2013-01-10,1000112,0
GNK019,ERID-000GNK019,4,2012-09-01,2014-01-10,1000123,0
GNK019,ERID-000GNK019,4,2014-01-01,2015-01-10,1000137,1
GNK020,95935720,1,2009-07-27,2009-11-30,1000088,0
GNK020,ERID-000GNK020,4,2009-12-01,2010-10-31,1000102,0
GNK020,ERID-000GNK020,4,2010-11-01,2011-12-31,1000105,0
GNK020,ERID-000GNK020,4,2012-01-01,2013-01-10,1000112,0
GNK020,ERID-000GNK020,4,2012-09-01,2014-01-10,1000123,0
GNK020,ERID-000GNK020,4,2014-01-01,2015-01-10,1000137,1
GNK021,95935732,1,2009-07-27,2009-11-30,1000088,0
GNK021,ERID-000GNK021,4,2009-12-01,2010-10-31,1000102,0
GNK021,ERID-000GNK021,4,2010-11-01,2011-12-31,1000105,0
GNK021,ERID-000GNK021,4,2012-01-01,2013-01-10,1000112,0
GNK021,ERID-000GNK021,4,2012-09-01,2014-01-10,1000123,0
GNK021,ERID-000GNK021,4,2014-01-01,2015-01-10,1000137,1
GNK022,95935730,1,2009-07-30,2009-11-30,1000088,0
GNK022,ERID-000GNK022,4,2009-12-01,2010-10-31,1000102,0
GNK022,ERID-000GNK022,4,2010-11-01,2011-12-31,1000105,0
GNK022,ERID-000GNK022,4,2012-01-01,2013-01-10,1000112,0
GNK022,ERID-000GNK022,4,2012-09-01,2014-01-10,1000123,0
GNK022,ERID-000GNK022,4,2014-01-01,2015-01-10,1000137,1
GNK023,95935736,1,2009-07-27,2009-11-30,1000088,0
GNK023,ERID-000GNK023,4,2009-12-01,2010-10-31,1000102,0
GNK023,ERID-000GNK023,4,2010-11-01,2011-12-31,1000105,0
GNK023,ERID-000GNK023,4,2012-01-01,2013-01-10,1000112,0
GNK023,ERID-000GNK023,4,2012-09-01,2014-01-10,1000123,0
GNK023,ERID-000GNK023,4,2014-01-01,2015-01-10,1000137,1
GNK024,95935726,1,2009-07-28,2009-11-30,1000088,0
GNK024,ERID-000GNK024,4,2009-12-01,2010-10-31,1000102,0
GNK024,ERID-000GNK024,4,2010-11-01,2011-12-31,1000105,0
GNK024,ERID-000GNK024,4,2012-01-01,2013-01-10,1000112,0
GNK024,ERID-000GNK024,4,2012-09-01,2014-01-10,1000123,0
GNK024,ERID-000GNK024,4,2014-01-01,2015-01-10,1000137,1
GNK025,95935729,1,2009-07-28,2009-11-30,1000088,0
GNK025,ERID-000GNK025,4,2009-12-01,2010-10-31,1000102,0
GNK025,ERID-000GNK025,4,2010-11-01,2011-12-31,1000105,0
GNK025,ERID-000GNK025,4,2012-01-01,2013-01-10,1000112,0
GNK025,ERID-000GNK025,4,2012-09-01,2014-01-10,1000123,0
GNK025,ERID-000GNK025,4,2014-01-01,2015-01-10,1000137,1
GNK026,95935721,1,2009-07-28,2009-11-30,1000088,0
GNK026,ERID-000GNK026,4,2009-12-01,2010-10-31,1000102,0
GNK026,ERID-000GNK026,4,2010-11-01,2011-12-31,1000105,0
GNK026,ERID-000GNK026,4,2012-01-01,2013-01-10,1000112,0
GNK026,ERID-000GNK026,4,2012-09-01,2014-01-10,1000123,0
GNK026,ERID-000GNK026,4,2014-01-01,2015-01-10,1000137,1
GNK027,95935733,1,2009-07-30,2009-11-30,1000088,0
GNK027,ERID-000GNK027,4,2009-12-01,2010-10-31,1000102,0
GNK027,ERID-000GNK027,4,2010-11-01,2011-12-31,1000105,0
GNK027,ERID-000GNK027,4,2012-01-01,2013-01-10,1000112,0
GNK027,ERID-000GNK027,4,2012-09-01,2014-01-10,1000123,0
GNK027,ERID-000GNK027,4,2014-01-01,2015-01-10,1000137,1
GNK028,95935734,1,2009-07-28,2009-11-30,1000088,0
GNK028,ERID-000GNK028,4,2009-12-01,2010-10-31,1000102,0
GNK028,ERID-000GNK028,4,2010-11-01,2011-12-31,1000105,0
GNK028,ERID-000GNK028,4,2012-01-01,2013-01-10,1000112,0
GNK028,ERID-000GNK028,4,2012-09-01,2014-01-10,1000123,0
GNK028,ERID-000GNK028,4,2014-01-01,2015-01-10,1000137,1
GNK029,95935845,1,2009-07-28,2009-11-30,1000088,0
GNK029,ERID-000GNK029,4,2009-12-01,2010-10-31,1000102,0
GNK029,ERID-000GNK029,4,2010-11-01,2011-12-31,1000105,0
GNK029,ERID-000GNK029,4,2012-01-01,2013-01-10,1000112,0
GNK029,ERID-000GNK029,4,2012-09-01,2014-01-10,1000123,0
GNK029,ERID-000GNK029,4,2014-01-01,2015-01-10,1000137,1
GNK030,95935727,1,2009-07-30,2009-11-30,1000088,0
GNK030,ERID-000GNK030,4,2009-12-01,2010-10-31,1000102,0
GNK030,ERID-000GNK030,4,2010-11-01,2011-12-31,1000105,0
GNK030,ERID-000GNK030,4,2012-01-01,2013-01-10,1000112,0
GNK030,ERID-000GNK030,4,2012-09-01,2014-01-10,1000123,0
GNK030,ERID-000GNK030,4,2014-01-01,2015-01-10,1000137,1
HKY001,ERID-000HKY001,4,2009-12-01,2010-10-31,1000103,0
HKY001,ERID-000HKY001,4,2010-11-01,2011-12-31,1000106,0
HKY001,ERID-000HKY001,4,2012-01-01,2013-01-10,1000113,0
HKY001,ERID-000HKY001,4,2012-09-01,2014-01-10,1000124,0
HKY001,ERID-000HKY001,4,2014-01-01,2015-01-10,1000138,1
HKY002,ERID-000HKY002,4,2009-12-01,2010-10-31,1000103,0
HKY002,ERID-000HKY002,4,2010-11-01,2011-12-31,1000106,0
HKY002,ERID-000HKY002,4,2012-01-01,2013-01-10,1000113,0
HKY002,ERID-000HKY002,4,2012-09-01,2014-01-10,1000124,0
HKY002,ERID-000HKY002,4,2014-01-01,2015-01-10,1000138,1
HKY003,ERID-000HKY003,4,2009-12-01,2010-10-31,1000103,0
HKY003,ERID-000HKY003,4,2010-11-01,2011-12-31,1000106,0
HKY003,ERID-000HKY003,4,2012-01-01,2013-01-10,1000113,0
HKY003,ERID-000HKY003,4,2012-09-01,2014-01-10,1000124,0
HKY003,ERID-000HKY003,4,2014-01-01,2015-01-10,1000138,1
HKY004,ERID-000HKY004,4,2009-12-01,2010-10-31,1000103,0
HKY004,ERID-000HKY004,4,2010-11-01,2011-12-31,1000106,0
HKY004,ERID-000HKY004,4,2012-01-01,2013-01-10,1000113,0
HKY004,ERID-000HKY004,4,2012-09-01,2014-01-10,1000124,0
HKY004,ERID-000HKY004,4,2014-01-01,2015-01-10,1000138,1
HKY005,ERID-000HKY005,4,2009-12-01,2010-10-31,1000103,0
HKY005,ERID-000HKY005,4,2010-11-01,2011-12-31,1000106,0
HKY005,ERID-000HKY005,4,2012-01-01,2013-01-10,1000113,0
HKY005,ERID-000HKY005,4,2012-09-01,2014-01-10,1000124,0
HKY005,ERID-000HKY005,4,2014-01-01,2015-01-10,1000138,1
HKY006,ERID-000HKY006,4,2009-12-01,2010-10-31,1000103,0
HKY006,ERID-000HKY006,4,2010-11-01,2011-12-31,1000106,0
HKY006,ERID-000HKY006,4,2012-01-01,2013-01-10,1000113,0
HKY006,ERID-000HKY006,4,2012-09-01,2014-01-10,1000124,0
HKY006,ERID-000HKY006,4,2014-01-01,2015-01-10,1000138,1
HKY007,ERID-000HKY007,4,2009-12-01,2010-10-31,1000103,0
HKY007,ERID-000HKY007,4,2010-11-01,2011-12-31,1000106,0
HKY007,ERID-000HKY007,4,2012-01-01,2013-01-10,1000113,0
HKY007,ERID-000HKY007,4,2012-09-01,2014-01-10,1000124,0
HKY007,ERID-000HKY007,4,2014-01-01,2015-01-10,1000138,1
HKY008,ERID-000HKY008,4,2009-12-01,2010-10-31,1000103,0
HKY008,ERID-000HKY008,4,2010-11-01,2011-12-31,1000106,0
HKY008,ERID-000HKY008,4,2012-01-01,2013-01-10,1000113,0
HKY008,ERID-000HKY008,4,2012-09-01,2014-01-10,1000124,0
HKY008,ERID-000HKY008,4,2014-01-01,2015-01-10,1000138,1
HKY009,ERID-000HKY009,4,2009-12-01,2010-10-31,1000103,0
HKY009,ERID-000HKY009,4,2010-11-01,2011-12-31,1000106,0
HKY009,ERID-000HKY009,4,2012-01-01,2013-01-10,1000113,0
HKY009,ERID-000HKY009,4,2012-09-01,2014-01-10,1000124,0
HKY009,ERID-000HKY009,4,2014-01-01,2015-01-10,1000138,1
HKY010,ERID-000HKY010,4,2009-12-01,2010-10-31,1000103,0
HKY010,ERID-000HKY010,4,2010-11-01,2011-12-31,1000106,0
HKY010,ERID-000HKY010,4,2012-01-01,2013-01-10,1000113,0
HKY010,ERID-000HKY010,4,2012-09-01,2014-01-10,1000124,0
HKY010,ERID-000HKY010,4,2014-01-01,2015-01-10,1000138,1
HKY011,ERID-000HKY011,4,2009-12-01,2010-10-31,1000103,0
HKY011,ERID-000HKY011,4,2010-11-01,2011-12-31,1000106,0
HKY011,ERID-000HKY011,4,2012-01-01,2013-01-10,1000113,0
HKY011,ERID-000HKY011,4,2012-09-01,2014-01-10,1000124,0
HKY011,ERID-000HKY011,4,2014-01-01,2015-01-10,1000138,1
HKY012,ERID-000HKY012,4,2009-12-01,2010-10-31,1000103,0
HKY012,ERID-000HKY012,4,2010-11-01,2011-12-31,1000106,0
HKY012,ERID-000HKY012,4,2012-01-01,2013-01-10,1000113,0
HKY012,ERID-000HKY012,4,2012-09-01,2014-01-10,1000124,0
HKY012,ERID-000HKY012,4,2014-01-01,2015-01-10,1000138,1
HKY013,ERID-000HKY013,4,2009-12-01,2010-10-31,1000103,0
HKY013,ERID-000HKY013,4,2010-11-01,2011-12-31,1000106,0
HKY013,ERID-000HKY013,4,2012-01-01,2013-01-10,1000113,0
HKY013,ERID-000HKY013,4,2012-09-01,2014-01-10,1000124,0
HKY013,ERID-000HKY013,4,2014-01-01,2015-01-10,1000138,1
HKY014,ERID-000HKY014,4,2009-12-01,2010-10-31,1000103,0
HKY014,ERID-000HKY014,4,2010-11-01,2011-12-31,1000106,0
HKY014,ERID-000HKY014,4,2012-01-01,2013-01-10,1000113,0
HKY014,ERID-000HKY014,4,2012-09-01,2014-01-10,1000124,0
HKY014,ERID-000HKY014,4,2014-01-01,2015-01-10,1000138,1
HKY015,ERID-000HKY015,4,2009-12-01,2010-10-31,1000103,0
HKY015,ERID-000HKY015,4,2010-11-01,2011-12-31,1000106,0
HKY015,ERID-000HKY015,4,2012-01-01,2013-01-10,1000113,0
HKY015,ERID-000HKY015,4,2012-09-01,2014-01-10,1000124,0
HKY015,ERID-000HKY015,4,2014-01-01,2015-01-10,1000138,1
HKY016,ERID-000HKY016,4,2009-12-01,2010-10-31,1000103,0
HKY016,ERID-000HKY016,4,2010-11-01,2011-12-31,1000106,0
HKY016,ERID-000HKY016,4,2012-01-01,2013-01-10,1000113,0
HKY016,ERID-000HKY016,4,2012-09-01,2014-01-10,1000124,0
HKY016,ERID-000HKY016,4,2014-01-01,2015-01-10,1000138,1
HKY017,ERID-000HKY017,4,2009-12-01,2010-10-31,1000103,0
HKY017,ERID-000HKY017,4,2010-11-01,2011-12-31,1000106,0
HKY017,ERID-000HKY017,4,2012-01-01,2013-01-10,1000113,0
HKY017,ERID-000HKY017,4,2012-09-01,2014-01-10,1000124,0
HKY017,ERID-000HKY017,4,2014-01-01,2015-01-10,1000138,1
HKY018,ERID-000HKY018,4,2009-12-01,2010-10-31,1000103,0
HKY018,ERID-000HKY018,4,2010-11-01,2011-12-31,1000106,0
HKY018,ERID-000HKY018,4,2012-01-01,2013-01-10,1000113,0
HKY018,ERID-000HKY018,4,2012-09-01,2014-01-10,1000124,0
HKY018,ERID-000HKY018,4,2014-01-01,2015-01-10,1000138,1
HKY019,ERID-000HKY019,4,2009-12-01,2010-10-31,1000103,0
